Protein,mf-go
A5PLL7,GO:0005515
A5PLN9,GO:0005488
A5PLN9,GO:0003674
A5PLN9,GO:0005515
A5X5Y0,GO:0060089
A5X5Y0,GO:0015276
A5X5Y0,GO:0038023
A5X5Y0,GO:0099094
A5X5Y0,GO:0005216
A5X5Y0,GO:0004888
A5X5Y0,GO:0015267
A5X5Y0,GO:0022857
A5X5Y0,GO:0022836
A5X5Y0,GO:0022803
A5X5Y0,GO:0022834
A5X5Y0,GO:0030594
A5X5Y0,GO:0015075
A5X5Y0,GO:0005261
A5X5Y0,GO:0005215
A5X5Y0,GO:0008324
A5X5Y0,GO:0003674
A5YKK6,GO:0004527
A5YKK6,GO:0003723
A5YKK6,GO:0140640
A5YKK6,GO:0140098
A5YKK6,GO:0060090
A5YKK6,GO:0016788
A5YKK6,GO:0019904
A5YKK6,GO:0005515
A5YKK6,GO:0016922
A5YKK6,GO:0004540
A5YKK6,GO:0005488
A5YKK6,GO:0061629
A5YKK6,GO:0140297
A5YKK6,GO:0008134
A5YKK6,GO:0004518
A5YKK6,GO:0003824
A5YKK6,GO:0003674
A5YKK6,GO:0016787
A5YKK6,GO:0003676
A5YM72,GO:0005488
A5YM72,GO:0016887
A5YM72,GO:0016818
A5YM72,GO:0043167
A5YM72,GO:0043168
A5YM72,GO:0016462
A5YM72,GO:1901265
A5YM72,GO:0016874
A5YM72,GO:0140657
A5YM72,GO:0032559
A5YM72,GO:0016817
A5YM72,GO:0003824
A5YM72,GO:1901363
A5YM72,GO:0003674
A5YM72,GO:0017076
A5YM72,GO:0035639
A5YM72,GO:0005524
A5YM72,GO:0043169
A5YM72,GO:0016787
A5YM72,GO:0036094
A5YM72,GO:0017111
A5YM72,GO:0032555
A5YM72,GO:0032553
A5YM72,GO:0097367
A5YM72,GO:0000166
A5YM72,GO:0030554
A5YM72,GO:0046872
A6BM72,GO:0005488
A6BM72,GO:0005198
A6BM72,GO:0003674
A6BM72,GO:0005515
A6BM72,GO:0005201
A6H8M9,GO:0005488
A6H8M9,GO:0043167
A6H8M9,GO:0050839
A6H8M9,GO:0003674
A6H8M9,GO:0043169
A6H8M9,GO:0036094
A6H8M9,GO:0005515
A6H8M9,GO:0005509
A6H8M9,GO:0046872
A6H8Y1,GO:0005515
A6H8Y1,GO:0005488
A6H8Y1,GO:0008134
A6H8Y1,GO:0003674
A6H8Z2,GO:0003674
A6H8Z2,GO:0005488
A6H8Z2,GO:0005515
A6NC42,GO:0003723
A6NC42,GO:0005488
A6NC42,GO:0003674
A6NC42,GO:0003729
A6NC42,GO:0003676
A6NC86,GO:0005488
A6NC86,GO:0003674
A6NC86,GO:0098772
A6NC86,GO:0004857
A6NC86,GO:0140678
A6NC86,GO:0005515
A6NC86,GO:0030234
A6NC97,GO:0005488
A6NC97,GO:0003723
A6NC97,GO:0003674
A6NC97,GO:0003676
A6NC98,GO:0015631
A6NC98,GO:0005515
A6NC98,GO:0008017
A6NC98,GO:0005488
A6NC98,GO:0008092
A6NC98,GO:0003674
A6NCC3,GO:0005488
A6NCC3,GO:0003674
A6NCC3,GO:0005515
A6NCE7,GO:0019787
A6NCE7,GO:0016740
A6NCE7,GO:0016817
A6NCE7,GO:0005543
A6NCE7,GO:0017111
A6NCE7,GO:0015631
A6NCE7,GO:0061660
A6NCE7,GO:0008641
A6NCE7,GO:0016874
A6NCE7,GO:0140657
A6NCE7,GO:0019778
A6NCE7,GO:0008289
A6NCE7,GO:0005515
A6NCE7,GO:0008017
A6NCE7,GO:0016877
A6NCE7,GO:0031625
A6NCE7,GO:0019899
A6NCE7,GO:0016818
A6NCE7,GO:0005488
A6NCE7,GO:0008092
A6NCE7,GO:0044389
A6NCE7,GO:0061650
A6NCE7,GO:0016746
A6NCE7,GO:0061659
A6NCE7,GO:0019786
A6NCE7,GO:0016887
A6NCE7,GO:0016462
A6NCE7,GO:0016755
A6NCE7,GO:0003824
A6NCE7,GO:0003674
A6NCE7,GO:0016787
A6NCE7,GO:0019777
A6NCE7,GO:0061651
A6NCE7,GO:0140096
A6NCK2,GO:0005488
A6NCK2,GO:0019787
A6NCK2,GO:0016740
A6NCK2,GO:0043167
A6NCK2,GO:0016755
A6NCK2,GO:0003824
A6NCK2,GO:0004842
A6NCK2,GO:0003674
A6NCK2,GO:0046914
A6NCK2,GO:0043169
A6NCK2,GO:0036094
A6NCK2,GO:0016746
A6NCK2,GO:0061659
A6NCK2,GO:0061630
A6NCK2,GO:0008270
A6NCK2,GO:0046872
A6NCK2,GO:0140096
A6NCL1,GO:0005488
A6NCL1,GO:0003713
A6NCL1,GO:0003682
A6NCL1,GO:0003712
A6NCL1,GO:0003674
A6NCL1,GO:0140110
A6NCL1,GO:0005515
A6NCL2,GO:0005488
A6NCL2,GO:0140677
A6NCL2,GO:0008047
A6NCL2,GO:0003674
A6NCL2,GO:0098772
A6NCL2,GO:0005515
A6NCL2,GO:0030234
A6NCM1,GO:0005488
A6NCM1,GO:0016887
A6NCM1,GO:0043167
A6NCM1,GO:0043168
A6NCM1,GO:0016462
A6NCM1,GO:1901265
A6NCM1,GO:0140657
A6NCM1,GO:0016817
A6NCM1,GO:0032559
A6NCM1,GO:0003824
A6NCM1,GO:1901363
A6NCM1,GO:0003674
A6NCM1,GO:0017076
A6NCM1,GO:0035639
A6NCM1,GO:0005524
A6NCM1,GO:0016787
A6NCM1,GO:0036094
A6NCM1,GO:0017111
A6NCM1,GO:0032555
A6NCM1,GO:0032553
A6NCM1,GO:0097367
A6NCM1,GO:0120544
A6NCM1,GO:0000166
A6NCM1,GO:0016853
A6NCM1,GO:0030554
A6NCM1,GO:0140096
A6NCM1,GO:0120543
A6NCM1,GO:0016818
A6NCS4,GO:0000977
A6NCS4,GO:0000981
A6NCS4,GO:0000987
A6NCS4,GO:0003690
A6NCS4,GO:1990837
A6NCS4,GO:0003700
A6NCS4,GO:0140110
A6NCS4,GO:0005488
A6NCS4,GO:0000976
A6NCS4,GO:0001216
A6NCS4,GO:0001228
A6NCS4,GO:0043565
A6NCS4,GO:0001067
A6NCS4,GO:0003674
A6NCS4,GO:0003676
A6NCS4,GO:0000978
A6NCS4,GO:0003677
A6NCV1,GO:0004930
A6NCV1,GO:0060089
A6NCV1,GO:0004984
A6NCV1,GO:0038023
A6NCV1,GO:0003674
A6NCV1,GO:0004888
A6NCW0,GO:0101005
A6NCW0,GO:0019783
A6NCW0,GO:0003824
A6NCW0,GO:0003674
A6NCW0,GO:0016787
A6NCW0,GO:0008234
A6NCW0,GO:0008233
A6NCW0,GO:0004843
A6NCW0,GO:0140096
A6NCW7,GO:0101005
A6NCW7,GO:0019783
A6NCW7,GO:0003824
A6NCW7,GO:0003674
A6NCW7,GO:0016787
A6NCW7,GO:0008234
A6NCW7,GO:0008233
A6NCW7,GO:0004843
A6NCW7,GO:0140096
A6ND01,GO:0060089
A6ND01,GO:0005488
A6ND01,GO:0043167
A6ND01,GO:0043168
A6ND01,GO:0031406
A6ND01,GO:1901363
A6ND01,GO:0038023
A6ND01,GO:0005102
A6ND01,GO:0043177
A6ND01,GO:0003674
A6ND01,GO:0036094
A6ND01,GO:0005515
A6ND01,GO:0019842
A6ND36,GO:0019901
A6ND36,GO:0005488
A6ND36,GO:0019900
A6ND36,GO:0003674
A6ND36,GO:0005515
A6ND36,GO:0019899
A6ND48,GO:0004930
A6ND48,GO:0060089
A6ND48,GO:0005488
A6ND48,GO:0004984
A6ND48,GO:0038023
A6ND48,GO:0003674
A6ND48,GO:0005515
A6ND48,GO:0004888
A6ND91,GO:0005488
A6ND91,GO:0016491
A6ND91,GO:1901265
A6ND91,GO:0003824
A6ND91,GO:1901363
A6ND91,GO:0003674
A6ND91,GO:0017076
A6ND91,GO:0036094
A6ND91,GO:0000166
A6ND91,GO:0030554
A6NDB9,GO:0005488
A6NDB9,GO:0003674
A6NDB9,GO:0005515
A6NDE4,GO:0005488
A6NDE4,GO:0003723
A6NDE4,GO:0003674
A6NDE4,GO:0003676
A6NDG6,GO:0016817
A6NDG6,GO:0043169
A6NDG6,GO:0042578
A6NDG6,GO:0016788
A6NDG6,GO:0043167
A6NDG6,GO:0046872
A6NDG6,GO:0016818
A6NDG6,GO:0016791
A6NDG6,GO:0005488
A6NDG6,GO:0016462
A6NDG6,GO:0000287
A6NDG6,GO:0003824
A6NDG6,GO:0003674
A6NDG6,GO:0016787
A6NDG6,GO:0036094
A6NDG6,GO:0004721
A6NDG6,GO:0140096
A6NDH6,GO:0004930
A6NDH6,GO:0060089
A6NDH6,GO:0005488
A6NDH6,GO:0004984
A6NDH6,GO:0038023
A6NDH6,GO:0003674
A6NDH6,GO:0004888
A6NDI0,GO:0005488
A6NDI0,GO:0019787
A6NDI0,GO:0016740
A6NDI0,GO:0043167
A6NDI0,GO:0016755
A6NDI0,GO:0003824
A6NDI0,GO:0004842
A6NDI0,GO:0003674
A6NDI0,GO:0046914
A6NDI0,GO:0043169
A6NDI0,GO:0036094
A6NDI0,GO:0016746
A6NDI0,GO:0061659
A6NDI0,GO:0061630
A6NDI0,GO:0008270
A6NDI0,GO:0046872
A6NDI0,GO:0140096
A6NDL7,GO:0003824
A6NDL7,GO:0003674
A6NDL7,GO:0016740
A6NDL7,GO:0016741
A6NDL7,GO:0140096
A6NDL7,GO:0008168
A6NDL8,GO:0004930
A6NDL8,GO:0060089
A6NDL8,GO:0004984
A6NDL8,GO:0038023
A6NDL8,GO:0003674
A6NDL8,GO:0004888
A6NDP7,GO:0005488
A6NDP7,GO:0003674
A6NDP7,GO:0005515
A6NDR6,GO:0000977
A6NDR6,GO:0000981
A6NDR6,GO:0000987
A6NDR6,GO:0003690
A6NDR6,GO:1990837
A6NDR6,GO:0003700
A6NDR6,GO:0140110
A6NDR6,GO:0005488
A6NDR6,GO:0000976
A6NDR6,GO:0001216
A6NDR6,GO:0001228
A6NDR6,GO:0043565
A6NDR6,GO:0001067
A6NDR6,GO:0003674
A6NDR6,GO:0003676
A6NDR6,GO:0000978
A6NDR6,GO:0003677
A6NDS4,GO:0005488
A6NDS4,GO:0140677
A6NDS4,GO:0030695
A6NDS4,GO:0008047
A6NDS4,GO:0060589
A6NDS4,GO:0003674
A6NDS4,GO:0098772
A6NDS4,GO:0005096
A6NDS4,GO:0005515
A6NDS4,GO:0030234
A6NDU8,GO:0005488
A6NDU8,GO:0016887
A6NDU8,GO:0019787
A6NDU8,GO:0016740
A6NDU8,GO:0016462
A6NDU8,GO:0008641
A6NDU8,GO:0140657
A6NDU8,GO:0016755
A6NDU8,GO:0016874
A6NDU8,GO:0016817
A6NDU8,GO:0003824
A6NDU8,GO:0061650
A6NDU8,GO:0003674
A6NDU8,GO:0019778
A6NDU8,GO:0019777
A6NDU8,GO:0016787
A6NDU8,GO:0017111
A6NDU8,GO:0016746
A6NDU8,GO:0061659
A6NDU8,GO:0005515
A6NDU8,GO:0061651
A6NDU8,GO:0016877
A6NDU8,GO:0019786
A6NDU8,GO:0061660
A6NDU8,GO:0140096
A6NDU8,GO:0016818
A6NDV4,GO:0005488
A6NDV4,GO:0003674
A6NDV4,GO:0005515
A6NDX5,GO:0005488
A6NDX5,GO:0000976
A6NDX5,GO:0003690
A6NDX5,GO:0043565
A6NDX5,GO:1990837
A6NDX5,GO:0001067
A6NDX5,GO:0003674
A6NDX5,GO:0003676
A6NDX5,GO:0003677
A6NDY0,GO:0005488
A6NDY0,GO:0003723
A6NDY0,GO:0003674
A6NDY0,GO:0003676
A6NDZ8,GO:0005488
A6NDZ8,GO:0043565
A6NDZ8,GO:1901265
A6NDZ8,GO:1901363
A6NDZ8,GO:0003674
A6NDZ8,GO:0036094
A6NDZ8,GO:0003676
A6NDZ8,GO:0000166
A6NDZ8,GO:0003677
A6NE82,GO:0005488
A6NE82,GO:0043565
A6NE82,GO:1901265
A6NE82,GO:1901363
A6NE82,GO:0003674
A6NE82,GO:0036094
A6NE82,GO:0003676
A6NE82,GO:0005515
A6NE82,GO:0000166
A6NE82,GO:0003677
A6NEC2,GO:0005488
A6NEC2,GO:0043167
A6NEC2,GO:0003824
A6NEC2,GO:0003674
A6NEC2,GO:0008238
A6NEC2,GO:0046914
A6NEC2,GO:0043169
A6NEC2,GO:0016787
A6NEC2,GO:0036094
A6NEC2,GO:0008270
A6NEC2,GO:0008233
A6NEC2,GO:0046872
A6NEC2,GO:0140096
A6NEC2,GO:0008237
A6NED2,GO:0005488
A6NED2,GO:0003674
A6NED2,GO:0005515
A6NEK1,GO:0005488
A6NEK1,GO:0003674
A6NEK1,GO:0060090
A6NEL2,GO:0003674
A6NEL2,GO:0005488
A6NEL2,GO:0005515
A6NEM1,GO:0003674
A6NEM1,GO:0005488
A6NEM1,GO:0005515
A6NEN9,GO:0003677
A6NEN9,GO:0043565
A6NEN9,GO:0000977
A6NEN9,GO:0005488
A6NEN9,GO:0000987
A6NEN9,GO:0003674
A6NEN9,GO:0000976
A6NEN9,GO:0003690
A6NEN9,GO:1990837
A6NEN9,GO:0001067
A6NEN9,GO:0003676
A6NEN9,GO:0000978
A6NEQ0,GO:0005488
A6NEQ0,GO:0003723
A6NEQ0,GO:0003674
A6NEQ0,GO:0003676
A6NEQ0,GO:0005515
A6NER0,GO:0005488
A6NER0,GO:0140677
A6NER0,GO:0030695
A6NER0,GO:0008047
A6NER0,GO:0060589
A6NER0,GO:0003674
A6NER0,GO:0098772
A6NER0,GO:0005096
A6NER0,GO:0005515
A6NER0,GO:0030234
A6NER3,GO:0003674
A6NER3,GO:0005488
A6NER3,GO:0005515
A6NET4,GO:0004930
A6NET4,GO:0060089
A6NET4,GO:0005488
A6NET4,GO:0004984
A6NET4,GO:0038023
A6NET4,GO:0003674
A6NET4,GO:0004888
A6NEY8,GO:0052689
A6NEY8,GO:0140101
A6NEY8,GO:0003824
A6NEY8,GO:0140640
A6NEY8,GO:0003674
A6NEY8,GO:0016787
A6NEY8,GO:0140098
A6NEY8,GO:0016788
A6NF01,GO:0005488
A6NF01,GO:0005198
A6NF01,GO:0003674
A6NF01,GO:0042277
A6NF34,GO:0060089
A6NF34,GO:0003674
A6NF34,GO:0004888
A6NF34,GO:0038023
A6NF89,GO:0004930
A6NF89,GO:0060089
A6NF89,GO:0004984
A6NF89,GO:0038023
A6NF89,GO:0003674
A6NF89,GO:0004888
A6NFA1,GO:0005488
A6NFA1,GO:0004222
A6NFA1,GO:0003824
A6NFA1,GO:0003674
A6NFA1,GO:0004175
A6NFA1,GO:0016787
A6NFA1,GO:0005515
A6NFA1,GO:0008233
A6NFA1,GO:0140096
A6NFA1,GO:0008237
A6NFC9,GO:0004930
A6NFC9,GO:0060089
A6NFC9,GO:0004984
A6NFC9,GO:0038023
A6NFC9,GO:0003674
A6NFC9,GO:0004888
A6NFD8,GO:0000977
A6NFD8,GO:0000981
A6NFD8,GO:0000987
A6NFD8,GO:0001227
A6NFD8,GO:0042802
A6NFD8,GO:0003690
A6NFD8,GO:1990837
A6NFD8,GO:0003700
A6NFD8,GO:0140110
A6NFD8,GO:0005515
A6NFD8,GO:0001217
A6NFD8,GO:0005488
A6NFD8,GO:0000976
A6NFD8,GO:0043565
A6NFD8,GO:0001067
A6NFD8,GO:0003674
A6NFD8,GO:0003676
A6NFD8,GO:0000978
A6NFD8,GO:0046983
A6NFD8,GO:0003677
A6NFE3,GO:0005488
A6NFE3,GO:0003674
A6NFE3,GO:0005509
A6NFE3,GO:0043169
A6NFE3,GO:0043167
A6NFE3,GO:0036094
A6NFE3,GO:0046872
A6NFH5,GO:0005488
A6NFH5,GO:0043167
A6NFH5,GO:0043168
A6NFH5,GO:0031406
A6NFH5,GO:0005319
A6NFH5,GO:0043177
A6NFH5,GO:0008289
A6NFH5,GO:0003674
A6NFH5,GO:0036094
A6NFH5,GO:0140104
A6NFI3,GO:0005488
A6NFI3,GO:0000977
A6NFI3,GO:0000976
A6NFI3,GO:0003690
A6NFI3,GO:0043565
A6NFI3,GO:1990837
A6NFI3,GO:0000981
A6NFI3,GO:0001067
A6NFI3,GO:0003700
A6NFI3,GO:0003674
A6NFI3,GO:0140110
A6NFI3,GO:0003676
A6NFI3,GO:0003677
A6NFN3,GO:0005488
A6NFN3,GO:0003723
A6NFN3,GO:0003674
A6NFN3,GO:0003676
A6NFN3,GO:0003729
A6NFQ2,GO:0005488
A6NFQ2,GO:0044325
A6NFQ2,GO:0003674
A6NFQ2,GO:0005515
A6NFQ7,GO:0005488
A6NFQ7,GO:0000977
A6NFQ7,GO:0000976
A6NFQ7,GO:0003690
A6NFQ7,GO:0043565
A6NFQ7,GO:1990837
A6NFQ7,GO:0000981
A6NFQ7,GO:0001067
A6NFQ7,GO:0003700
A6NFQ7,GO:0000987
A6NFQ7,GO:0003674
A6NFQ7,GO:0140110
A6NFQ7,GO:0003676
A6NFQ7,GO:0000978
A6NFQ7,GO:0003677
A6NFT4,GO:0044877
A6NFT4,GO:0005488
A6NFT4,GO:0003674
A6NFU8,GO:0003674
A6NFU8,GO:0008233
A6NFU8,GO:0016787
A6NFU8,GO:0140096
A6NFU8,GO:0003824
A6NFX1,GO:0004930
A6NFX1,GO:0060089
A6NFX1,GO:0005488
A6NFX1,GO:0015293
A6NFX1,GO:0015291
A6NFX1,GO:0005215
A6NFX1,GO:0022804
A6NFX1,GO:0005319
A6NFX1,GO:0038023
A6NFX1,GO:0003674
A6NFX1,GO:0022857
A6NFX1,GO:0140104
A6NFX1,GO:0004888
A6NFY7,GO:0005488
A6NFY7,GO:0003674
A6NFY7,GO:0005515
A6NG13,GO:0016740
A6NG13,GO:0016758
A6NG13,GO:0008194
A6NG13,GO:0003824
A6NG13,GO:0003674
A6NG13,GO:0016757
A6NGB9,GO:0005488
A6NGB9,GO:0008092
A6NGB9,GO:0003674
A6NGB9,GO:0005515
A6NGB9,GO:0003779
A6NGB9,GO:0015631
A6NGD5,GO:0005488
A6NGD5,GO:0000977
A6NGD5,GO:0000976
A6NGD5,GO:0003690
A6NGD5,GO:0043565
A6NGD5,GO:1990837
A6NGD5,GO:0000981
A6NGD5,GO:0001067
A6NGD5,GO:0003700
A6NGD5,GO:0000987
A6NGD5,GO:0003674
A6NGD5,GO:0140110
A6NGD5,GO:0003676
A6NGD5,GO:0000978
A6NGD5,GO:0003677
A6NGE7,GO:0016829
A6NGE7,GO:0003824
A6NGE7,GO:0003674
A6NGJ6,GO:0005488
A6NGJ6,GO:0019787
A6NGJ6,GO:0016740
A6NGJ6,GO:0043167
A6NGJ6,GO:0016755
A6NGJ6,GO:0003824
A6NGJ6,GO:0004842
A6NGJ6,GO:0003674
A6NGJ6,GO:0046914
A6NGJ6,GO:0043169
A6NGJ6,GO:0036094
A6NGJ6,GO:0016746
A6NGJ6,GO:0061659
A6NGJ6,GO:0061630
A6NGJ6,GO:0008270
A6NGJ6,GO:0046872
A6NGJ6,GO:0140096
A6NGK3,GO:0003674
A6NGK3,GO:0005488
A6NGK3,GO:0005515
A6NGN4,GO:0140767
A6NGN4,GO:0005488
A6NGN4,GO:0030674
A6NGN4,GO:0003674
A6NGN4,GO:1990756
A6NGN4,GO:0005515
A6NGN4,GO:0060090
A6NGQ2,GO:0003723
A6NGQ2,GO:0005515
A6NGQ2,GO:0005488
A6NGQ2,GO:0005198
A6NGQ2,GO:0003674
A6NGQ2,GO:0003676
A6NGS2,GO:0003674
A6NGS2,GO:0005488
A6NGS2,GO:0005515
A6NGU5,GO:0003824
A6NGU5,GO:0003674
A6NGU5,GO:0016787
A6NGU5,GO:0008233
A6NGU5,GO:0140096
A6NGY5,GO:0004930
A6NGY5,GO:0060089
A6NGY5,GO:0004984
A6NGY5,GO:0038023
A6NGY5,GO:0003674
A6NGY5,GO:0004888
A6NH00,GO:0004930
A6NH00,GO:0060089
A6NH00,GO:0004984
A6NH00,GO:0038023
A6NH00,GO:0003674
A6NH00,GO:0004888
A6NH11,GO:0005488
A6NH11,GO:0043167
A6NH11,GO:0005215
A6NH11,GO:0043168
A6NH11,GO:0005319
A6NH11,GO:0005543
A6NH11,GO:0008289
A6NH11,GO:0003674
A6NH11,GO:0036094
A6NH11,GO:0140104
A6NH52,GO:0005488
A6NH52,GO:0003674
A6NH52,GO:0005515
A6NH57,GO:0005525
A6NH57,GO:0005488
A6NH57,GO:0016818
A6NH57,GO:0043167
A6NH57,GO:0043168
A6NH57,GO:0016462
A6NH57,GO:1901265
A6NH57,GO:0016817
A6NH57,GO:0003824
A6NH57,GO:1901363
A6NH57,GO:0017076
A6NH57,GO:0003674
A6NH57,GO:0035639
A6NH57,GO:0016787
A6NH57,GO:0036094
A6NH57,GO:0017111
A6NH57,GO:0032555
A6NH57,GO:0032553
A6NH57,GO:0097367
A6NH57,GO:0000166
A6NH57,GO:0032561
A6NH57,GO:0003924
A6NH57,GO:0019001
A6NHA9,GO:0004930
A6NHA9,GO:0060089
A6NHA9,GO:0004984
A6NHA9,GO:0038023
A6NHA9,GO:0003674
A6NHA9,GO:0004888
A6NHC0,GO:0005488
A6NHC0,GO:0043167
A6NHC0,GO:0140096
A6NHC0,GO:0003824
A6NHC0,GO:0003674
A6NHC0,GO:0004175
A6NHC0,GO:0043169
A6NHC0,GO:0016787
A6NHC0,GO:0036094
A6NHC0,GO:0008234
A6NHC0,GO:0008233
A6NHC0,GO:0005509
A6NHC0,GO:0046872
A6NHG4,GO:0003824
A6NHG4,GO:0003674
A6NHG4,GO:0016853
A6NHG9,GO:0004930
A6NHG9,GO:0060089
A6NHG9,GO:0005488
A6NHG9,GO:0004984
A6NHG9,GO:0038023
A6NHG9,GO:0003674
A6NHG9,GO:0004888
A6NHJ4,GO:0005488
A6NHJ4,GO:0000977
A6NHJ4,GO:0000976
A6NHJ4,GO:0003690
A6NHJ4,GO:0043565
A6NHJ4,GO:1990837
A6NHJ4,GO:0000981
A6NHJ4,GO:0001067
A6NHJ4,GO:0003700
A6NHJ4,GO:0000987
A6NHJ4,GO:0003674
A6NHJ4,GO:0140110
A6NHJ4,GO:0003676
A6NHJ4,GO:0005515
A6NHJ4,GO:0000978
A6NHJ4,GO:0003677
A6NHL2,GO:0005525
A6NHL2,GO:0005488
A6NHL2,GO:0016818
A6NHL2,GO:0005200
A6NHL2,GO:0043167
A6NHL2,GO:0043168
A6NHL2,GO:0016462
A6NHL2,GO:1901265
A6NHL2,GO:0005198
A6NHL2,GO:0016817
A6NHL2,GO:0003824
A6NHL2,GO:1901363
A6NHL2,GO:0003674
A6NHL2,GO:0017076
A6NHL2,GO:0035639
A6NHL2,GO:0016787
A6NHL2,GO:0017111
A6NHL2,GO:0036094
A6NHL2,GO:0032555
A6NHL2,GO:0032553
A6NHL2,GO:0097367
A6NHL2,GO:0000166
A6NHL2,GO:0032561
A6NHL2,GO:0003924
A6NHL2,GO:0019001
A6NHM9,GO:0005488
A6NHM9,GO:0016705
A6NHM9,GO:0043167
A6NHM9,GO:0016491
A6NHM9,GO:0003824
A6NHM9,GO:0003674
A6NHM9,GO:0046914
A6NHM9,GO:0043169
A6NHM9,GO:0036094
A6NHM9,GO:0046872
A6NHM9,GO:0004497
A6NHN0,GO:0005488
A6NHN0,GO:0043167
A6NHN0,GO:0003674
A6NHN0,GO:0043169
A6NHN0,GO:0036094
A6NHN0,GO:0005509
A6NHN0,GO:0046872
A6NHP3,GO:0019901
A6NHP3,GO:0005488
A6NHP3,GO:0019900
A6NHP3,GO:0003674
A6NHP3,GO:0019899
A6NHP3,GO:0005515
A6NHQ2,GO:0016740
A6NHQ2,GO:0003723
A6NHQ2,GO:0140640
A6NHQ2,GO:0008757
A6NHQ2,GO:0140098
A6NHQ2,GO:0016741
A6NHQ2,GO:0008170
A6NHQ2,GO:0005488
A6NHQ2,GO:0008168
A6NHQ2,GO:0003824
A6NHQ2,GO:0003674
A6NHQ2,GO:0003676
A6NHQ2,GO:0140993
A6NHQ2,GO:0140096
A6NHQ4,GO:0044877
A6NHQ4,GO:0005488
A6NHQ4,GO:0003682
A6NHQ4,GO:0003674
A6NHR9,GO:0043168
A6NHR9,GO:0016817
A6NHR9,GO:0032559
A6NHR9,GO:0017076
A6NHR9,GO:0017111
A6NHR9,GO:0032555
A6NHR9,GO:0042803
A6NHR9,GO:0042802
A6NHR9,GO:0043167
A6NHR9,GO:0140657
A6NHR9,GO:0032553
A6NHR9,GO:0005515
A6NHR9,GO:0097367
A6NHR9,GO:0000166
A6NHR9,GO:0016818
A6NHR9,GO:0005488
A6NHR9,GO:1901265
A6NHR9,GO:1901363
A6NHR9,GO:0035639
A6NHR9,GO:0005524
A6NHR9,GO:0030554
A6NHR9,GO:0016887
A6NHR9,GO:0016462
A6NHR9,GO:0003824
A6NHR9,GO:0003674
A6NHR9,GO:0036094
A6NHR9,GO:0016787
A6NHR9,GO:0046983
A6NHS7,GO:0005488
A6NHS7,GO:0004857
A6NHS7,GO:0030414
A6NHS7,GO:0061135
A6NHS7,GO:0061134
A6NHS7,GO:0140678
A6NHS7,GO:0003674
A6NHS7,GO:0098772
A6NHS7,GO:0005515
A6NHS7,GO:0004866
A6NHS7,GO:0030234
A6NHS7,GO:0019899
A6NHS7,GO:0002020
A6NHT5,GO:0005488
A6NHT5,GO:0000977
A6NHT5,GO:0000976
A6NHT5,GO:0003690
A6NHT5,GO:0043565
A6NHT5,GO:1990837
A6NHT5,GO:0000981
A6NHT5,GO:0001067
A6NHT5,GO:0003700
A6NHT5,GO:0003674
A6NHT5,GO:0140110
A6NHT5,GO:0003676
A6NHT5,GO:0003677
A6NHX0,GO:0005488
A6NHX0,GO:0043167
A6NHX0,GO:0043168
A6NHX0,GO:0031406
A6NHX0,GO:0043177
A6NHX0,GO:0003674
A6NHX0,GO:0043169
A6NHX0,GO:0036094
A6NHX0,GO:0005515
A6NHX0,GO:0042802
A6NI03,GO:0005488
A6NI03,GO:0019787
A6NI03,GO:0016740
A6NI03,GO:0043167
A6NI03,GO:0016755
A6NI03,GO:0003824
A6NI03,GO:0004842
A6NI03,GO:0003674
A6NI03,GO:0046914
A6NI03,GO:0043169
A6NI03,GO:0036094
A6NI03,GO:0016746
A6NI03,GO:0061659
A6NI03,GO:0061630
A6NI03,GO:0008270
A6NI03,GO:0046872
A6NI03,GO:0140096
A6NI15,GO:0000977
A6NI15,GO:0000981
A6NI15,GO:0000987
A6NI15,GO:0003690
A6NI15,GO:1990837
A6NI15,GO:0003700
A6NI15,GO:0140110
A6NI15,GO:0005515
A6NI15,GO:0005488
A6NI15,GO:0000976
A6NI15,GO:0001216
A6NI15,GO:0001228
A6NI15,GO:0003682
A6NI15,GO:0043565
A6NI15,GO:0001067
A6NI15,GO:0003674
A6NI15,GO:0003676
A6NI15,GO:0000978
A6NI15,GO:0046983
A6NI15,GO:0003677
A6NI28,GO:0005488
A6NI28,GO:0140677
A6NI28,GO:0030695
A6NI28,GO:0008047
A6NI28,GO:0060589
A6NI28,GO:0003674
A6NI28,GO:0098772
A6NI28,GO:0005096
A6NI28,GO:0005515
A6NI28,GO:0030234
A6NI72,GO:0005488
A6NI72,GO:0140677
A6NI72,GO:0043167
A6NI72,GO:0043168
A6NI72,GO:0008047
A6NI72,GO:0035091
A6NI72,GO:0003674
A6NI72,GO:0098772
A6NI72,GO:0036094
A6NI72,GO:0005515
A6NI72,GO:0030234
A6NI73,GO:0060089
A6NI73,GO:0038023
A6NI73,GO:0004888
A6NI73,GO:0140375
A6NI73,GO:0005102
A6NI73,GO:0005515
A6NI73,GO:0005488
A6NI73,GO:0003674
A6NI79,GO:0005488
A6NI79,GO:0008092
A6NI79,GO:0003674
A6NI79,GO:0005515
A6NI79,GO:0008017
A6NI79,GO:0015631
A6NIE6,GO:0005488
A6NIE6,GO:0003674
A6NIE6,GO:0005515
A6NIE6,GO:0019899
A6NIE9,GO:0004252
A6NIE9,GO:0003824
A6NIE9,GO:0003674
A6NIE9,GO:0004175
